旅館名稱,最低房價,最高房價,地址,圖片連結,城市,網站,電話
馥虹旅店,1000,4800,"No.2, Taiping Rd., Douliu City, Yunlin County 640, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/2505.JPG?v=20250516,斗六市,https://www.booking.com/hotel/tw/wei-lu-shi-shang-lu-dian-yun-lin-hsien.zh-tw.html?aid=375639;label=msn-QIoG1ONUIocEXiJNPHaUaw-16816573443%3Atikwd-16761167072%3Aloc-40%3Aneo%3Amte%3Adec%3Aqsbooking%20%E8%A8%82%E6%88%BF;sid=4dad890572d77e2dfbed810f790b0883,886-5-5323955
青山綠田民宿,6000,8800,"No.15, Fenglong Rd., Guanshan Township, Taitung County 956, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/259386.jpg?v=20250516,關山鎮,,886-937-722620
歡天喜地民宿,1800,2000,"No.132-1, Fuqiang Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/1425.jpg?v=20250516,花蓮市,http://hilarity.hlbnb.tw,886-928-076817
海岸情民宿,3680,5580,"No.491, Xiwei, Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/22115.jpg?v=20250516,馬公市,,886-905-756201
康迎民宿,3680,5680,"No.16-1, Fuyang Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-922-937963
愛丁堡汽車商旅,4600,4600,"No.77, Yonghua 5th St., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",,安平區,http://www.edinburgh-motel.com.tw/,886-6-2970116
阿娜娜民宿,3800,5200,"No.31, Hushan 6th St., Puli Township, Nantou County 545, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/83571.jpeg?v=20250516,埔里鎮,http://www.anana31.com,886-49-2421832
妙妙的家民宿,5500,8500,"No.12, Aly. 46, Ln. 275, Sec. 3, Zhongxing Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/160464.jpg?v=20250516,台東市,,886-988-761966
天使青旅,399,1320,"2F.-2, No.51, Hengyang Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/3709.JPG?v=20250516,中正區,,886-2-23131319
幸福田莊民宿,4800,6600,"No.126-1, Zhongzheng Rd., Puli Township, Nantou County 545, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/1503.jpg?v=20250516,埔里鎮,http://happyniuhome.okgo.tw/,886-49-2423141
彩色珊瑚礁民宿,7800,8800,"No.19-3, Da’anshan, Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-6-9219818
緣憶民宿,1600,4000,"No.52, Wushi Ln., Ruifang Dist., New Taipei City 224, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/266838.jpg?v=20250516,瑞芳區,,886-2-24062081
璞漣商務旅館臺北車站店,6000,15000,"3F., No.46, Huayin St., Datong District, Taipei City",,大同區,,886-2-25592662
夏威夷度假酒店,3000,8200,"No.77, Sec. 3, Zhonghua Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/1743.jpg?v=20250516,台東市,,886-89-321858
微風民宿,800,1500,"No.6, Aly. 9, Ln. 201, Wufu Rd., Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-911-384915
金色雅築民宿,2400,2600,"No.14, Ln. 41, Liuhe Rd., Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-909-005125
伯陽居民宿,1000,1000,"No.1, Ln. 776, Gengsheng Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",,台東市,,886-89-222849
日光花園商務飯店,7700,9900,"1-7F., No.77, Minsheng 1st Rd., Xinxing Dist., Kaohsiung City 800, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/35453.jpg?v=20250516,新興區,http://www.sunhotel77.com.tw,886-7-2229898
長弘時尚旅店,7000,10000,"3-5F., No.56, Changchun Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",,中山區,,886-2-25420101
丞欣民宿,3600,6000,"No.47, Wenqian St., Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-905-188718
瑪莉亞民宿,6000,10000,"No.318, Fuqian Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-965-330082
iLIFE德安民宿,2000,4000,"No.299, De’an 1st St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-958-239123
隧道堡元氣民宿,8520,14800,"No.16, Zhongzheng Rd., Guanshan Township, Taitung County 956, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/44136.JPG?v=20250516,關山鎮,,886-928-169599
法拉民宿,3300,10000,"No.7-11, Ln. 7, Sanmin Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/1991.jpg?v=20250516,琉球鄉,http://color.ooops.com.tw/fl/index-a.html,886-8-8613988
閣陛休閒會館,4500,5000,"No.613, Sec. 1, Chuanyi Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",,五結鄉,http://www.facebook.com/Masterismyhome?ref=hl,886-3-9604567
香亭一館民宿,2800,4200,"No.109-10, Shili, Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-912-012793
亞瑪加民宿,2000,2000,"No.385, Guangfu Rd., Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-6-9278019
異國風情民宿,3600,4800,"No.51-9, Feng Vil., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-3-8562512
小琉球鄉村民宿,3200,5600,"No.171-1, Zhongshan Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",,琉球鄉,http://www.ivilla.com.tw/,886-8-8611257
驛棧民宿,2000,4500,"No.218, Guangchang Rd., Gukeng Township, Yunlin County 646, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/10459.jpg?v=20250516,古坑鄉,http://www.cafehouse.com.tw/,886-5-5820299
法札納民宿,2200,2200,"No.5, De’an 1st St, 97045 Hualien",https://taiwan.taiwanstay.net.tw/twpic/9091.jpg?v=20250516,花蓮市,,886-3-8339808
丰坪浪靚民宿,9000,15000,"No.65, Ln. 76, Sec. 2, Fengping Rd., Shoufeng Township, Hualien County 974, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/48867.jpg?v=20250516,壽豐鄉,,886-963-656591
天成大飯店,11500,20000,"No.43, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/6217.jpg?v=20250516,中正區,http://www.cosmos-hotel.com.tw,886-2-23617856
愛迪亞旅社,3000,3000,"No.53-1, Xinsheng 1st St., Qianjin Dist., Kaohsiung City 801, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/261215.jpeg?v=20250516,前金區,,886-7-2864343
娜娜雅集民宿,6000,6000,"No.83, Ln. 101, Xinxing Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",,台東市,,886-89-231111
山中茅蘆,2600,2600,"No.69-10, Huashan, Gukeng Township, Yunlin County 646, Taiwan (R.O.C.)",,古坑鄉,,886-5-5901700
安芯民宿,5880,7880,"No.278, Wenshan Rd., Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/68131.jpg?v=20250516,馬公市,,886-913-667581
吾宅溜滑梯親子民宿,6000,6000,"No.110, Qingping Rd., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/277209.jpg?v=20250516,安平區,,886-906-389888
麗緹民宿,5000,5000,"No.14-8, Jialin, Xincheng Township, Hualien County 971, Taiwan (R.O.C.)",,新城鄉,,886-3-8269893
蒙地拿民宿,4000,5800,"No.36, Ln. 376, Sec. 1, Zhonghua Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/20477.jpg?v=20250516,台東市,,886-89-345730
伊塔原旅臺東縣原住民文化會館,5060,7260,"No.10, Zhongshan Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/205602.jpg?v=20250516,台東市,,886-89-340605
賢濱山莊特色民宿,1400,2800,"No.206-1, Sanmin Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/8631.jpg?v=20250516,琉球鄉,http://088611230.com.tw/,886-8-8611230
貴夫人渡假民宿,5100,7600,"No.1-8, Changxing Ln., Yuchi Township, Nantou County 555, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/178176.jpeg?v=20250516,魚池鄉,,886-49-2898518
福緣民宿,3800,5800,"No.102-7, Kanding, Guanshan Township, Taitung County 956, Taiwan (R.O.C.)",,關山鎮,,886-936-119228
芸瑄花園民宿,5000,6000,"No.9, Jialin, Xincheng Township, Hualien County 971, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/3371.JPG?v=20250516,新城鄉,,886-952-014697
咖啡民宿,2500,5000,"No.8-6, Ln. 3, Wufu Rd., Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-910-977000
日出朝陽民宿,3200,4800,"No.42, Sec. 2, Xing’an Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",,台東市,http://sunrise-bnb.yoyotaitung.com.tw/,886-958-280533
藍會館,3600,5000,"No.175, Gongyuan 2nd Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",,五結鄉,,886-987-437296
悅來民宿,2600,4600,"No.197, Minsheng Rd., Taiping Vil., Beinan Township, Taitung County 954, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/36639.jpg?v=20250516,卑南鄉,http://taitunghouse.pixnet.net/blog,886-911-212123
板橋王旅館,2500,4500,"13F., No.61, Nanmen St., Banqiao Dist., New Taipei City 220, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/265887.jpg?v=20250516,板橋區,,886-2-29662670
天閣酒店(台北南西),11800,11800,"No.3, Nanjing W. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/5601.jpg?v=20250516,中山區,http://www.tango-hotels.com,886-2-25679999
華山民宿,1600,1600,"No.97-1, Huashan, Gukeng Township, Yunlin County 646, Taiwan (R.O.C.)",,古坑鄉,,886-5-5900013
沐月民宿,4000,5000,"No.139, Fujian Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/166606.jpg?v=20250516,台東市,,886-89-327789
伊亞民宿,1900,2400,"No.11, Aly. 62, Ln. 76, Zhengqi N. Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/2897.jpg?v=20250516,台東市,http://oiacafe.com/,886-89-333010
幸福空間民宿,4800,4800,"No.83-59, Xiwei, Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/99070.jpg?v=20250516,馬公市,,886-6-9270511
金城大旅社,900,900,"No.91, Xingnong Rd., Zhongli Dist., Taoyuan City 320, Taiwan (R.O.C.)",,中壢區,,886-3-4550734
陽光棕櫚民宿,3880,9580,"No.227, Jimuwu, Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/256993.jpg?v=20250516,馬公市,,886-923-260530
愛丁堡精品旅店民宿,3800,5000,"No.271, Xiwei, Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/279705.jpg?v=20250516,馬公市,,886-6-9219977
留園民宿,4000,5800,"No.72, Xinghang St., Taitung City, Taitung County 950, Taiwan (R.O.C.)",,台東市,,886-89-227999
順天環匯酒店,10800,25800,"No.818, Sec. 3, Taiwan Blvd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/265160.jpg?v=20250516,西屯區,,886-4-27061688
關山隼民宿,3200,4500,"No. 8, Aly. 21, Ln. 3, Longsheng Rd., Guanshan Township, Taitung County 956001, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/256143.jpg?v=20250516,關山鎮,,886-936-991027
陽光故鄉,4500,13500,"No.58, Gongyuan 2nd Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",,五結鄉,,886-3-9504987
柯達大飯店,2750,4470,"1-8F., No.7, Yi 1st Rd., Zhongzheng District, Keelung City 202, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/13015.jpg?v=20250516,中正區,http://www.khotel.com.tw,886-2-24230111
九份黃金屋,3000,3000,"No.292, Qingbian Rd., Ruifang Dist., New Taipei City 224, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/266328.jpg?v=20250516,瑞芳區,,886-2-24972753
快樂民宿,1200,2000,"No.21, Zhongzheng Rd., Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-6-9274234
永豐棧酒店,12600,50000,"No.689, Sec. 2, Taiwan Blvd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/12985.jpg?v=20250516,西屯區,http://www.tempus.com.tw,886-4-23268008
嘉榮旅社,1800,1800,"No.11, Lane 28, Taiyuan Rd., Datong District, Taipei City",https://taiwan.taiwanstay.net.tw/twpic/20681.jpg?v=20250516,大同區,,886-2-25585887
百悅旅社,1380,2580,"No.2, Lane 42, Sec. 2, Kaifong St., Wanhua District, Taipei City",,萬華區,,886-2-23881792
大橋民宿,2000,5000,"No.91, Aly. 81, Ln. 791, Sec. 1, Zhihang Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",,台東市,,886-89-221206
波莎塔民宿,4500,5500,"No. 20, Aly. 11, Ln. 502, Fuyu Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/79762.jpg?v=20250516,台東市,,886-933-178825
埔里夏都渡假會館(特色民宿),5000,7000,"No.21-7, Liyu Rd., Puli Township, Nantou County 545, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/281989.jpg?v=20250516,埔里鎮,http://www.huamanvilla.com.tw,886-49-2987999
安之宅民宿,3000,4800,"No.93-20, Zhaijiaoyu, Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-958-093833
喵居珈琲民宿,6000,6000,"No.20, Jianlin St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-911-372977
海然民宿,3500,4500,"No.8, Ln. 571, Sec. 2, Jilin Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/164041.jpg?v=20250516,台東市,,886-936-773797
誼心田民宿,1600,2500,"No.111-3, Gongyuan 3rd Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",,五結鄉,,886-926-788911
國際知客會館,6600,10800,"NO.52,Ln33,Fuxing  N.3rd St.,Xitum Dist,Taichung City 407,Taiwan(R.O.C)",,西屯區,,886-4-24517333
九份高媽媽民宿,3800,3800,"No.7-5, Qiche Rd., Ruifang Dist., New Taipei City 224, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/266575.jpg?v=20250516,瑞芳區,http://kaomama.mmweb.tw/,886-2-24971680
樂多多民宿,2500,4500,"No.17, Ln. 28, Leli Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/282417.jpeg?v=20250516,台東市,,886-927-885830
洄游青旅民宿,3999,9600,"No.36, Beibin St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-3-8328700
清翼居旅店海洋館,6500,8500,"No.65, Chengdu St., Banqiao Dist., New Taipei City 220, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/24141.jpg?v=20250516,板橋區,http://www.morwinghotel.com/,886-2-29596996
珊瑚海民宿,1200,2500,"No.1021, Suoguangang, Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-6-9951941
水雲端旗艦概念旅館（精品商務館）,25960,25960,"No.159, Qinghai S. St., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/67553.jpg?v=20250516,西屯區,,886-4-24525678
家園民宿,1800,3000,"No.5, Aly. 9, Ln. 58, Sec. 2, Qinhe Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",,五結鄉,,886-3-9507229
雲山民宿,2000,2000,"No.42, Songlin, Gukeng Township, Yunlin County 646, Taiwan (R.O.C.)",,古坑鄉,,886-5-6963078
美那多民宿,3000,6000,"No.64, Fujian St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,http://www.wang1631.com.tw,886-3-8350699
金財神旅館,5000,12000,"3F., No.21, Sec. 1, Zhonghua Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/6583.jpg?v=20250516,中正區,,886-2-23110066
里昂民宿,3000,5400,"No.8, Dongxing 2nd St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/35693.JPG?v=20250516,花蓮市,,886-976-773826
逍遙民宿,3600,4800,"No.15, Sec. 2, Xing’an Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/21817.jpg?v=20250516,台東市,,886-937-602340
杰克山莊大飯店,4000,6500,"No.29, Fuxing St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/169753.jpg?v=20250516,花蓮市,https://twstay.com/RWD2/index.aspx?BNB=jackhouse2,886-3-8339695
蘋果商務旅店,5000,6800,"No.857, Sec. 1, Zhonghua Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/31147.jpg?v=20250516,台東市,http://www.apple-hotel.com.tw,886-89-318928
花漾村聲民宿,6000,6000,"No.53, Linzheng St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-3-8361368
有余哲學,2600,7500,"No.31-2, Zhongxin Rd., Puli Township, Nantou County 545, Taiwan (R.O.C.)",,埔里鎮,https://www.facebook.com/YYJShomestay/,886-49-2422374
艾兒民宿,4000,9000,"No.5, Ln. 101, Anhe Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/220129.jpg?v=20250516,台東市,http://imhere.pbnb.tw/,886-965-155188
七星日出民宿,5800,10000,"No.31-1, Qixing St., Xincheng Township, Hualien County 971, Taiwan (R.O.C.)",,花蓮市,,886-933-485122
台東小聚本館民宿,4000,5000,"49, Ln.91, Dahe Rd., Taitung City, Taitung County 950, Taiwan (ROC)",https://taiwan.taiwanstay.net.tw/twpic/255294.JPG?v=20250516,台東市,,886-937-742303
旺福民宿,2800,3800,"No.83-5, Sanmin Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/118024.jpg?v=20250516,琉球鄉,,886-8-8613348
六合大旅社二館,6000,10000,"1-5F., No.28, Liuhe 2nd Rd., Xinxing Dist., Kaohsiung City 800, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/59.jpg?v=20250516,新興區,http://www.sunnysidehotel.com.tw,886-7-2867161
三重旅社,600,600,"2-4F., No.291, Jhengyi N. Rd., Sanchong Dist., New Taipei City 241, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/271954.jpg?v=20250516,三重區,,886-2-29832588
山明水秀民宿,4000,6000,"No.48, Guanghua St., Yuchi Township, Nantou County 555, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/298341.jpg?v=20250516,魚池鄉,,886-49-2850308
晴風居,2800,5600,"No.405, Sec. 2, Wujie Central Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",,五結鄉,,886-938-423855
現代館民宿,3800,4800,"No.7-1, Xinyi Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",,琉球鄉,,886-932-328308
發現光點民宿,2600,3600,"No.221-2, Dongwei, Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-6-9219257
翔鴿渡假別墅,3500,4200,"No.31, Yong’an St., Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-6-9275009
布丁兔民宿,3000,6000,"No.26, Ln. 261, Zhongzheng Rd., Shoufeng Township, Hualien County 974, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/31075.jpg?v=20250516,壽豐鄉,,886-3-8662003
亞締旅店,6600,9900,"No.701, Xinyi Rd., Puli Township, Nantou County 545, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/11657.jpg?v=20250516,埔里鎮,,886-49-2985777
澳玩客民宿,6800,9800,"No.8-1, Ln. 118, Fuhe 2nd Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/158399.jpg?v=20250516,五結鄉,http://www.aus.com.tw,886-905-636111
遐窩民宿,4300,8000,"No.160, Guolian 5th Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-966-771160
豪民宿,6000,7200,"163, Ln. 534, Sec 4, Zhonghua Rd., Taitung City, Taitung County, Taiwan (ROC)",https://taiwan.taiwanstay.net.tw/twpic/255256.jpg?v=20250516,台東市,,886-937-601294
內心農場民宿,3000,3000,"No.168, Shuangfeng Rd., Xindian Dist., New Taipei City 231, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/266325.png?v=20250516,新店區,,886-2-22174422
欲望。旅人民宿,2000,3200,"No.119-3, Zhongshan Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/262040.jpg?v=20250516,台東市,https://www.facebook.com/lapacehostel,886-952-136857
意寬精品旅館 HOME HOTEL,5900,50000,"1F,3-12F., No.90, Songren Rd., Xinyi Dist., Taipei City 110, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/79836.jpg?v=20250516,信義區,http://www.homehotel.com.tw/,886-2-87890111
泰迪與朋友民宿,3500,5000,"No.58, Guomin 6th St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/169476.JPG?v=20250516,花蓮市,,886-963-281754
花格子民宿,2500,4000,"No.59, Ln. 121, Wenchang St., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/24589.jpg?v=20250516,台東市,http://fb.travel123.tw/,886-912-110447
真珠賓館,700,700,"3F., No.67, Sec. 5, Yanping N. Rd., Shihlin District, Taipei City",,士林區,,886-2-28127971
槐石園,2500,3200,"No.14-1, Ln. 146, Zhongshan Rd., Yuchi Township, Nantou County 555, Taiwan (R.O.C.)",,魚池鄉,,886-933-565971
白金花園酒店,6000,12000,"NO.77,Anxing Rd., Xindian Dist., New Taipei City 231, Taiwan (ROC)",https://taiwan.taiwanstay.net.tw/twpic/40138.JPG?v=20250516,新店區,http://platinumhotel.com.tw,886-2-86665888
煙燻貓民宿,4600,5600,"No.10, Ln. 805, Kaifeng St., Taitung City, Taitung County 950, Taiwan (R.O.C.)",,台東市,,886-927-807778
歸宿民宿,3600,6000,"No.52-3, Benyu Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/261147.jpg?v=20250516,琉球鄉,,886-988-537535
雲天別館民宿,3800,6600,"No.113, Jielin 5th St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-3-8460121
柯達大飯店 台北長安,1000,30000,"1F., No.61-1, Songjiang Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/5613.jpg?v=20250516,中山區,http://changan.khotels.com.tw/zh-TW/,886-2-25169999
阡陌五房,10000,10000,"No.82, Ln. 332, Sec. 2, Wubin Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",,五結鄉,,886-935-122382
家CASA民宿,5800,5800,"No.257, Qiulun 2nd Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-926-853888
70年代民宿,2200,3200,"No.53-3, Zhongyi 2nd St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/4827.jpg?v=20250516,花蓮市,,886-987-560896
